Port,Country,Region,Year,Throughput_TEU,Cargo_Tons,Vessel_Arrivals,Imports_TEU,Exports_TEU,Growth_Rate_%
Hamburg,Germany,Europe,2012,34612825,378904947,37419,14846329,19766495,3.57
Qingdao,China,Asia,2012,27500516,479382817,44320,11578752,15921763,0.49
Dubai,UAE,Middle East,2013,20013322,296198632,47965,11366998,8646323,6.01
Busan,South Korea,Asia,2009,52252393,628569877,17595,23064214,29188178,11.81
Shenzhen,China,Asia,2014,51590041,1083334673,37786,27330607,24259433,-4.01
Qingdao,China,Asia,2005,40845301,812246916,19849,19428913,21416387,7.95
Busan,South Korea,Asia,2012,48583666,1022373482,49994,22465073,26118592,10.67
Dubai,UAE,Middle East,2015,24861519,279745331,40101,12944310,11917208,1.38
Busan,South Korea,Asia,2019,33477793,339579505,25685,17770799,15706993,-2.22
Shanghai,China,Asia,2011,51192794,554453129,16035,27122917,24069876,0.22
Busan,South Korea,Asia,2015,27404083,517569727,45707,15710480,11693602,10.46
Dubai,UAE,Middle East,2021,29619237,389900181,48648,15231762,14387474,-3.55
Antwerp,Belgium,Europe,2023,11747502,276842496,16290,6105184,5642317,1.36
Shanghai,China,Asia,2008,42811476,1032236096,36209,18526154,24285321,4.17
Dubai,UAE,Middle East,2017,33194286,336788044,35406,13840392,19353893,2.9
Singapore,Singapore,Asia,2021,54617240,1346109297,31803,31847721,22769518,0.51
Rotterdam,Netherlands,Europe,2022,24445940,360628389,46955,11978312,12467627,-2.33
Busan,South Korea,Asia,2004,11641319,268530093,35755,6868963,4772355,6.95
Dubai,UAE,Middle East,2010,9177969,160531249,16771,4803848,4374120,-2.7
Dubai,UAE,Middle East,2015,30147217,739960311,48568,14306524,15840692,-0.87
Singapore,Singapore,Asia,2010,34908620,577528454,42975,19290107,15618512,-2.4
Qingdao,China,Asia,2005,26278922,366029864,24387,13538430,12740491,1.75
Shenzhen,China,Asia,2020,31180354,324719716,21036,13625174,17555179,0.2
Antwerp,Belgium,Europe,2023,7679853,155118609,43055,4095197,3584655,-0.54
Los Angeles,USA,North America,2009,15906180,395164375,32285,8481922,7424257,11.45
Hamburg,Germany,Europe,2002,25883868,543553978,46291,13602525,12281342,8.09
Busan,South Korea,Asia,2013,12697965,143785595,17907,6465237,6232727,2.85
Singapore,Singapore,Asia,2010,41965443,937036334,45018,25173834,16791608,2.41
Antwerp,Belgium,Europe,2012,40296861,445863389,34302,19826888,20469972,5.11
Shanghai,China,Asia,2024,9493291,223441720,39870,5344774,4148516,4.79
Rotterdam,Netherlands,Europe,2013,48021774,512151439,22992,23585257,24436516,0.63
Busan,South Korea,Asia,2022,5177589,64229993,16586,2374344,2803244,7.43
Hamburg,Germany,Europe,2000,9406455,180956985,39665,4274075,5132379,10.95
Los Angeles,USA,North America,2005,6135189,140078714,13993,3536276,2598912,9.49
Rotterdam,Netherlands,Europe,2013,34397653,530656394,21360,17588673,16808979,-0.49
Qingdao,China,Asia,2010,35149263,690953949,36998,19437115,15712147,3.61
Hamburg,Germany,Europe,2012,9774787,208819281,28535,5647396,4127390,3.92
Antwerp,Belgium,Europe,2013,31470508,329329875,15723,17007377,14463130,6.77
Qingdao,China,Asia,2012,48931742,1015007877,31162,26426909,22504832,-3.07
Dubai,UAE,Middle East,2003,52275957,899295507,20291,24892630,27383326,1.03
Dubai,UAE,Middle East,2002,14058027,203617037,14076,7854683,6203343,7.54
Antwerp,Belgium,Europe,2024,54633835,1187073209,35276,23430293,31203541,0.63
Singapore,Singapore,Asia,2013,6452397,126727762,47487,3397464,3054932,9.18
Hamburg,Germany,Europe,2022,43646510,820981999,19585,19690194,23956315,2.89
Dubai,UAE,Middle East,2015,5332003,126340643,15461,2367388,2964614,5.34
Hamburg,Germany,Europe,2024,32609848,405328321,13152,13765280,18844567,-1.39
Los Angeles,USA,North America,2014,33688457,799281445,16949,18473852,15214604,7.14
Shenzhen,China,Asia,2018,21927852,465079518,42803,10881178,11046673,9.06
Shenzhen,China,Asia,2007,33125896,364056793,34721,18758375,14367520,3.33
Antwerp,Belgium,Europe,2002,26614161,322769819,34158,12433717,14180443,-0.57
Rotterdam,Netherlands,Europe,2002,29994574,495073604,40034,17031955,12962618,7.91
Rotterdam,Netherlands,Europe,2015,50726374,653047496,31853,25614322,25112051,-4.39
Qingdao,China,Asia,2010,43042415,642180925,27801,25805662,17236752,11.58
Rotterdam,Netherlands,Europe,2013,24920308,581599718,24155,13261268,11659039,-0.26
Los Angeles,USA,North America,2018,45937045,762367963,29078,25704664,20232380,-2
Rotterdam,Netherlands,Europe,2018,13964214,158818860,38898,5888551,8075662,7.31
Hamburg,Germany,Europe,2000,34589142,531106835,44354,18722939,15866202,6.64
Los Angeles,USA,North America,2013,11563142,184631393,18556,4629908,6933233,4.43
Singapore,Singapore,Asia,2016,6668416,111330838,43749,3804076,2864339,4.11
Rotterdam,Netherlands,Europe,2010,22947544,536347948,15406,11294236,11653307,9.02
Shenzhen,China,Asia,2001,21672788,480412623,49487,12932092,8740695,-1.56
Hamburg,Germany,Europe,2020,44528013,613137130,19926,24575837,19952175,2.55
Antwerp,Belgium,Europe,2006,46533293,868993260,13201,21292093,25241199,-4.48
Rotterdam,Netherlands,Europe,2004,5390056,73692608,18696,3069671,2320384,9.65
Singapore,Singapore,Asia,2017,32062323,669655205,24947,18525841,13536481,2.72
Los Angeles,USA,North America,2022,6614497,116091444,23790,3872008,2742488,7.65
Dubai,UAE,Middle East,2024,44612498,1056158631,14509,21094822,23517675,-2.13
Shanghai,China,Asia,2009,21045335,228951453,24833,9659497,11385837,-2.73
Qingdao,China,Asia,2005,35357419,472202862,38334,15039321,20318097,10.42
Antwerp,Belgium,Europe,2012,37189231,389397106,38949,16864910,20324320,11.14
Qingdao,China,Asia,2005,47594996,506472776,37792,27068587,20526408,5.11
Dubai,UAE,Middle East,2015,44673923,1061073242,19212,24532972,20140950,-1.48
Antwerp,Belgium,Europe,2020,37949694,430322728,11382,16391554,21558139,0.68
Shenzhen,China,Asia,2013,48866031,1088494507,24535,28683348,20182682,11.81
Busan,South Korea,Asia,2001,40512267,877432009,12704,20603842,19908424,-3.49
Busan,South Korea,Asia,2007,12694481,258700463,42145,5562339,7132141,-0.66
Shenzhen,China,Asia,2007,24941298,560216795,31901,10379615,14561682,-1.79
Hamburg,Germany,Europe,2009,20483011,507717034,13573,8423153,12059857,8.86
Singapore,Singapore,Asia,2011,33234260,618629643,20933,13861784,19372475,-0.55
Los Angeles,USA,North America,2008,6765259,164453907,45744,3306720,3458538,10.28
Hamburg,Germany,Europe,2013,15471944,240742613,31936,8904627,6567316,5.92
Busan,South Korea,Asia,2013,25497116,591562429,42309,14819625,10677490,-4.32
Hamburg,Germany,Europe,2009,50671207,1222343740,12221,29208325,21462881,4.58
Qingdao,China,Asia,2016,48989041,1049924045,13340,25769155,23219885,11.7
Busan,South Korea,Asia,2007,50155018,1009482149,10809,24590592,25564425,1.54
Dubai,UAE,Middle East,2018,36547314,503675198,35030,17754127,18793186,-0.33
Singapore,Singapore,Asia,2021,54920360,1163595775,42919,28286921,26633438,5.18
Shanghai,China,Asia,2007,26053671,269549998,34225,11411704,14641966,8.14
Rotterdam,Netherlands,Europe,2003,18954542,235513220,23217,11337592,7616949,0.06
Singapore,Singapore,Asia,2010,26763103,506627576,24893,12595720,14167382,-1.42
Antwerp,Belgium,Europe,2023,26508941,404325580,36965,11097151,15411789,0.2
Los Angeles,USA,North America,2008,52011190,978931446,48221,27745469,24265720,5.97
Rotterdam,Netherlands,Europe,2006,43234429,741665806,21218,21539725,21694703,10.67
Shanghai,China,Asia,2024,34915417,578986685,14286,19413397,15502019,3.73
Hamburg,Germany,Europe,2021,16240640,405984681,18933,8751317,7489322,3.35
Shenzhen,China,Asia,2012,50343367,568808102,18434,24739944,25603422,-3.84
Qingdao,China,Asia,2013,53901925,741557024,48662,27973032,25928892,7.84
Singapore,Singapore,Asia,2022,23926658,460653911,21766,13981947,9944710,3.49
Singapore,Singapore,Asia,2010,29190192,625096386,44533,16128474,13061717,9.4
Rotterdam,Netherlands,Europe,2001,32398914,654047602,32837,12961421,19437492,3.61
Rotterdam,Netherlands,Europe,2008,47795299,936634888,11642,24672088,23123210,3.51
Shenzhen,China,Asia,2005,24973319,320236381,20844,13441841,11531477,-0.6
Busan,South Korea,Asia,2000,36868302,654735967,49513,17614469,19253832,9.47
Antwerp,Belgium,Europe,2010,43818622,941775626,37982,19019872,24798749,-4.63
Busan,South Korea,Asia,2020,22959840,402312796,36710,9553658,13406181,6.22
Rotterdam,Netherlands,Europe,2024,45130655,1047823298,39157,18057782,27072872,9.71
Hamburg,Germany,Europe,2001,26858427,433363498,32102,13052871,13805555,-3.35
Shanghai,China,Asia,2007,35237934,827178644,33265,19806430,15431503,6.8
Los Angeles,USA,North America,2011,33401412,527754748,43101,15942880,17458531,-1.52
Rotterdam,Netherlands,Europe,2012,10870128,248705072,12665,5315064,5555063,7.35
Hamburg,Germany,Europe,2006,14719215,342788355,12559,7742453,6976761,5.95
Dubai,UAE,Middle East,2001,34665133,380016287,42794,15461152,19203980,2.13
Singapore,Singapore,Asia,2015,29964212,711491917,19933,17585730,12378481,0.88
Rotterdam,Netherlands,Europe,2003,43505747,771865596,46312,17420402,26085344,10.84
Busan,South Korea,Asia,2005,28387230,423446378,31398,11637698,16749531,7.61
Dubai,UAE,Middle East,2011,29673248,308056192,31545,16459767,13213480,11.36
Busan,South Korea,Asia,2011,26748790,511325083,40125,15762082,10986707,11.54
Dubai,UAE,Middle East,2021,37903197,463487012,42988,22516280,15386916,11.04
Singapore,Singapore,Asia,2019,24275072,488045830,17938,10281552,13993519,10.57
Los Angeles,USA,North America,2014,37833526,665043746,22869,22470555,15362970,6.15
Shanghai,China,Asia,2001,35491003,573463409,19570,16781337,18709665,6.94
Antwerp,Belgium,Europe,2014,17930895,294740528,43545,8581528,9349366,11.24
Shanghai,China,Asia,2012,15612491,355841326,24066,6760646,8851844,11.85
Singapore,Singapore,Asia,2004,13383589,313569757,41171,5983787,7399801,-2.12
Rotterdam,Netherlands,Europe,2016,20617257,301348233,41339,10973939,9643317,5.34
Busan,South Korea,Asia,2017,25873141,426520518,19112,12118282,13754858,2.81
Busan,South Korea,Asia,2013,49584481,812527410,28085,29567739,20016741,5.62
Hamburg,Germany,Europe,2012,15349994,277690883,41902,7244914,8105079,2.89
Dubai,UAE,Middle East,2009,40110942,702043304,42567,22805199,17305742,-2.4
Singapore,Singapore,Asia,2016,52002289,1166482642,43224,30465529,21536759,2.57
Shenzhen,China,Asia,2018,30472359,636277992,48663,14493592,15978766,5.65
Qingdao,China,Asia,2018,34595019,489041896,43135,15694591,18900427,1.52
Singapore,Singapore,Asia,2016,13880186,280946313,14507,5901695,7978490,-1.78
Shenzhen,China,Asia,2014,15609596,196595725,37278,8466370,7143225,0.46
Shenzhen,China,Asia,2014,52961534,743341781,41146,30038015,22923518,-1.87
Singapore,Singapore,Asia,2007,12309598,136194189,34074,6287141,6022456,-2.92
Hamburg,Germany,Europe,2007,17217906,236402061,21683,8207827,9010078,-3.83
Singapore,Singapore,Asia,2000,17432557,381532079,49164,9471277,7961279,2.81
Busan,South Korea,Asia,2012,36871229,669190698,23482,16752667,20118561,10.36
Singapore,Singapore,Asia,2019,17882631,387487771,36337,7223863,10658767,6.69
Shanghai,China,Asia,2007,41356754,855724798,23138,22595011,18761742,9.13
Los Angeles,USA,North America,2004,50637542,790276765,49266,29963020,20674521,2.85
Rotterdam,Netherlands,Europe,2014,9609091,144662432,10125,3927174,5681916,2.29
Dubai,UAE,Middle East,2011,9726182,105179180,35230,5288024,4438157,-2.93
Antwerp,Belgium,Europe,2005,36432730,655928826,13972,20924024,15508705,1.08
Qingdao,China,Asia,2017,18056042,191359816,34732,9941968,8114073,11.35
Busan,South Korea,Asia,2004,34234209,600674353,48019,20227055,14007153,5.17
Singapore,Singapore,Asia,2016,21571649,522894974,35724,11762894,9808754,3.19
Busan,South Korea,Asia,2011,43415204,1029824436,45627,23300302,20114901,-4.7
Shenzhen,China,Asia,2006,24237725,603999582,25993,12904763,11332961,3.72
Dubai,UAE,Middle East,2020,19114326,370737967,42571,9416650,9697675,-2.5
Qingdao,China,Asia,2012,33778390,359282529,28050,14356600,19421789,1.85
Qingdao,China,Asia,2014,39915287,486257595,16051,16316869,23598417,1.26
Busan,South Korea,Asia,2018,14087343,181299304,19080,8428117,5659225,-4.25
Dubai,UAE,Middle East,2023,30430445,495612844,20437,17779702,12650742,4.52
Singapore,Singapore,Asia,2010,34891555,854227752,16704,18392392,16499162,7.13
Qingdao,China,Asia,2014,48169011,1064448396,33926,27687989,20481021,7.45
Qingdao,China,Asia,2015,21327325,470009413,27454,10661515,10665809,7.33
Hamburg,Germany,Europe,2016,15488394,354237674,17288,8795559,6692834,7.96
Antwerp,Belgium,Europe,2000,45292678,877133787,39301,23111988,22180689,0.32
Singapore,Singapore,Asia,2012,27586538,343367585,40221,14043451,13543086,-1.26
Shenzhen,China,Asia,2023,51076036,515076242,49899,22239987,28836048,-4.05
Antwerp,Belgium,Europe,2005,50887305,606997715,40146,20622532,30264772,-1.19
Shanghai,China,Asia,2012,33858452,615882263,31294,15482769,18375682,-3.5
Qingdao,China,Asia,2007,13107891,308449608,33184,7788785,5319105,3.67
Antwerp,Belgium,Europe,2000,47929871,827456808,49276,22513307,25416563,5.33
Hamburg,Germany,Europe,2020,45967694,572048828,48199,23749857,22217836,6.52
Dubai,UAE,Middle East,2003,35490862,395914777,10340,19632689,15858172,-1.09
Qingdao,China,Asia,2011,25616484,380222888,29862,10575467,15041016,-0.02
Hamburg,Germany,Europe,2020,13124680,268783335,11857,6339111,6785568,-0.38
Qingdao,China,Asia,2011,39818156,883933725,40682,16238278,23579877,7.62
Busan,South Korea,Asia,2016,19592255,268363616,23319,9932438,9659816,8.22
Dubai,UAE,Middle East,2020,28136368,344824086,16221,15936647,12199720,-4.92
Singapore,Singapore,Asia,2000,24931199,579427306,31928,13476507,11454691,0.44
Shanghai,China,Asia,2018,14094051,330184255,19607,5994272,8099778,5.38
Antwerp,Belgium,Europe,2016,12733963,132732027,23950,6747862,5986100,1.82
Hamburg,Germany,Europe,2012,41311988,854893211,20288,20480169,20831818,-1.98
Antwerp,Belgium,Europe,2002,48791738,859372534,47589,22078609,26713128,-2.07
Busan,South Korea,Asia,2001,31861985,454459846,10008,13922189,17939795,6.58
Singapore,Singapore,Asia,2002,11049412,133209286,33987,5510979,5538432,2.77
Qingdao,China,Asia,2016,29727605,420602646,15699,15873344,13854260,10.95
Shanghai,China,Asia,2014,25341438,422212965,11898,11447214,13894223,1.18
Shanghai,China,Asia,2006,34975001,465034739,28038,17584763,17390237,4.88
Los Angeles,USA,North America,2001,13143015,207769375,16967,5842860,7300154,8.65
Singapore,Singapore,Asia,2008,52073413,1007562460,10832,21255054,30818358,0.96
Hamburg,Germany,Europe,2000,45017544,466661527,44139,18544872,26472671,7.34
Antwerp,Belgium,Europe,2018,38713702,741906068,39859,22089647,16624054,7.05
Dubai,UAE,Middle East,2012,6519346,104396893,18072,3418681,3100664,11.43
Busan,South Korea,Asia,2008,22662680,278386139,18752,10390405,12272274,9.73
Qingdao,China,Asia,2002,6572780,129387856,25583,2811490,3761289,-1.75
Dubai,UAE,Middle East,2019,51965956,659013770,17943,23277132,28688823,10.85
Qingdao,China,Asia,2015,32797376,482835007,21361,14708348,18089027,10.14
Shenzhen,China,Asia,2002,44956835,889606951,32074,23660774,21296060,1.55
Shenzhen,China,Asia,2023,9290624,158733835,34700,5368749,3921874,11.48
Qingdao,China,Asia,2001,13234791,193919905,11376,7939020,5295770,5.03
Hamburg,Germany,Europe,2024,50230991,977627781,44484,20189568,30041422,-1.26
Shenzhen,China,Asia,2002,47324456,959743835,47043,25480125,21844330,-1.57
Busan,South Korea,Asia,2007,40782315,779181604,48190,22522162,18260152,8.13
Busan,South Korea,Asia,2017,23137150,248761508,16306,9701323,13435826,-3.81
Hamburg,Germany,Europe,2018,27851812,370039239,12739,13626965,14224846,4.55
Rotterdam,Netherlands,Europe,2010,5838361,75514149,18086,2491262,3347098,-1.06
Hamburg,Germany,Europe,2010,18749897,224817437,26956,10706418,8043478,6.08
Los Angeles,USA,North America,2012,18544971,378565305,20677,11047287,7497683,11.18
Singapore,Singapore,Asia,2014,33158128,390597365,38185,18774438,14383689,3.15
Rotterdam,Netherlands,Europe,2001,43161795,747549441,38022,17979024,25182770,5.05
Dubai,UAE,Middle East,2017,44547836,926446729,45377,21871470,22676365,8.18
Shenzhen,China,Asia,2009,48756113,742133152,16795,27873392,20882720,-4.15
Rotterdam,Netherlands,Europe,2005,24228717,429561379,47965,13254889,10973827,9.16
Busan,South Korea,Asia,2005,45767598,686536834,47364,25190891,20576706,-2.35
Dubai,UAE,Middle East,2023,33268250,492327001,25326,17118175,16150074,-2.36
Hamburg,Germany,Europe,2015,10828042,234910335,16444,5768095,5059946,3.6
Dubai,UAE,Middle East,2000,29651212,733381108,28723,12822025,16829186,-3.24
Rotterdam,Netherlands,Europe,2020,27072193,655203367,15429,14866971,12205221,-2.06
Singapore,Singapore,Asia,2011,5505193,73485743,47063,2705268,2799924,8.61
Los Angeles,USA,North America,2010,44763995,642201910,22919,19621762,25142232,10.67
Dubai,UAE,Middle East,2006,52429349,603072000,36850,25756548,26672800,2.22
Qingdao,China,Asia,2010,14678556,189233838,47729,7061927,7616628,-1.14
Singapore,Singapore,Asia,2013,13102412,151372294,16177,6507886,6594525,6.72
Shanghai,China,Asia,2010,17127119,276115015,28407,8324758,8802360,6.92
Rotterdam,Netherlands,Europe,2006,17776860,320395587,39974,8706184,9070675,9.67
Antwerp,Belgium,Europe,2015,42598831,1047670778,45709,20220209,22378621,8.25
Busan,South Korea,Asia,2005,23039544,434342320,33115,11834362,11205181,-4.93
Singapore,Singapore,Asia,2018,25733253,517456553,22405,10993444,14739808,-0.07
Antwerp,Belgium,Europe,2008,19144308,391279403,33925,8848982,10295325,-1.22
Shanghai,China,Asia,2000,35425254,717354082,18303,14850344,20574909,3.55
Los Angeles,USA,North America,2002,37055966,719787494,25740,21822368,15233597,-2.11
Dubai,UAE,Middle East,2024,39509150,820845820,20158,23570212,15938937,-4.39
Antwerp,Belgium,Europe,2022,34238685,408876542,31559,16890721,17347963,0.72
Los Angeles,USA,North America,2004,13437027,220402463,44927,6622484,6814542,-3.7
Dubai,UAE,Middle East,2021,23610275,237301202,36067,12984085,10626189,2.32
Hamburg,Germany,Europe,2006,47944534,953603017,12553,24349094,23595439,-0.27
Los Angeles,USA,North America,2015,25092405,352191120,31353,10671754,14420650,-4.1
Antwerp,Belgium,Europe,2011,7292326,127454485,14624,3171383,4120942,-0.98
Hamburg,Germany,Europe,2012,6934116,124312942,43435,3597760,3336355,-0.73
Shanghai,China,Asia,2012,21755647,392646713,33838,12573008,9182638,6.84
Hamburg,Germany,Europe,2009,30821284,700195444,14978,16247358,14573925,11.38
Shanghai,China,Asia,2001,29063343,330580305,48148,17342057,11721285,2.1
Busan,South Korea,Asia,2011,44539005,878842727,46116,21611629,22927375,0.81
